18147.0 	 1 	 6
20447.0 	 1 	 4
24270.0 	 1 	 12
25817.4508002 	 1 	 4
26017.8765306 	 1 	 2
26128.3273452 	 1 	 13
26433.8741977 	 1 	 13
26528.3819096 	 1 	 4
26784.7339926 	 1 	 9
27464.4108261 	 1 	 4
27549.7944253 	 1 	 2
27719.5839197 	 1 	 12
27937.6734384 	 1 	 13
28096.3448531 	 1 	 5
28217.5470927 	 1 	 2
28299.0042463 	 1 	 13
28307.6673018 	 1 	 5
28494.0 	 1 	 2
28995.5986677 	 1 	 3
29007.6172958 	 1 	 13
29192.5638592 	 1 	 6
29231.502573 	 1 	 10
29543.8910509 	 1 	 6
29605.0717945 	 1 	 10
29975.9384734 	 1 	 13
30231.6354241 	 1 	 8
30241.1315661 	 1 	 9
30312.0 	 1 	 8
30361.947927 	 1 	 8
30416.1058628 	 1 	 2
30498.7510804 	 1 	 7
30575.9354626 	 1 	 13
30759.0 	 1 	 2
30759.2257489 	 1 	 11
32090.094999 	 1 	 2
32365.9346066 	 1 	 11
33071 	 3 	 5
33318 	 6 	 11
34695 	 5 	 2
35087 	 3 	 5
40478 	 2 	 7
41112.9829683 	 8 	 1
41317.8614507 	 11 	 1
41593.2064486 	 2 	 1
41722.504968 	 9 	 1
41818.59611 	 10 	 1
41856.5235145 	 13 	 1
41913.3152136 	 5 	 1
41922.8931961 	 9 	 1
41944.3568022 	 4 	 1
42065.6024702 	 9 	 1
42228.3846519 	 5 	 1
42245.5243349 	 7 	 1
42266.1215584 	 10 	 1
42404.4406896 	 11 	 1
42495.684983 	 8 	 1
42643.3433004 	 7 	 1
42651.1304713 	 3 	 1
42733.4527818 	 7 	 1
42961.8142776 	 4 	 1
43087.9458241 	 5 	 1
43140.0 	 1 	 12
43559.5656829 	 1 	 2
43604.9651316 	 2 	 1
43677.6905703 	 1 	 2
43732.3381582 	 1 	 4
43925.0370358 	 1 	 10
43997.3605558 	 1 	 10
44011.5960784 	 1 	 9
44025.7165744 	 1 	 13
44178.6118454 	 1 	 8
44211.0756529 	 1 	 9
44217.4954119 	 1 	 8
44246.838542 	 1 	 9
44298.3930456 	 1 	 3
44313.2720116 	 1 	 11
44338.4771093 	 1 	 11
44417.3071769 	 1 	 4
44514.5381946 	 1 	 5
44664.6084408 	 1 	 5
44681.2178867 	 1 	 7
44816.5303004 	 1 	 5
45081.0765454 	 1 	 7
45123.6976396 	 1 	 7
45320 	 3 	 7
45491 	 7 	 10
46946 	 10 	 4
47413 	 3 	 12
49350.0 	 1 	 9
51280 	 3 	 13
51867.0 	 1 	 8
53107.1442654 	 5 	 1
55078.0 	 1 	 5
55665.213427 	 11 	 1
55807.3063173 	 8 	 1
56251.1976147 	 13 	 1
56355.3129437 	 7 	 1
56729.4063877 	 5 	 1
56885.5991308 	 10 	 1
56900.2666356 	 4 	 1
57028.3752596 	 8 	 1
57168.3942926 	 2 	 1
57176.5804308 	 13 	 1
57276.1159091 	 5 	 1
57316.2065831 	 12 	 1
57571.2361116 	 11 	 1
57599.9419138 	 5 	 1
57632.2147041 	 7 	 1
57693.4497902 	 6 	 1
58206.2263873 	 9 	 1
58416.3708082 	 6 	 1
58669.0 	 8 	 1
59074.7962581 	 12 	 1
59152.5465839 	 10 	 1
59293.3738138 	 4 	 1
59424.3324812 	 4 	 1
59950.8788764 	 2 	 1
59969.0758926 	 13 	 1
59972.3850692 	 2 	 1
60005.6094088 	 4 	 1
60155.0301108 	 9 	 1
61926.0 	 4 	 1
62446.3571432 	 2 	 1
63407.0 	 9 	 1
63837.7516947 	 2 	 1
69250.0 	 2 	 1
71459.0 	 12 	 1
73185.0 	 2 	 1
73485.0 	 11 	 1
76287.0 	 12 	 1
77612.0 	 13 	 1
85456.0 	 8 	 1
