14887.0 	 1 	 6
14955.0 	 1 	 8
15754.0 	 1 	 11
15771.0 	 1 	 5
15923.0 	 1 	 4
16020.0 	 1 	 8
16225.0 	 1 	 10
17769.0 	 1 	 13
19702.0 	 1 	 10
19945.0 	 1 	 11
20264.0 	 1 	 8
21137.0 	 1 	 13
22459.0 	 1 	 2
22571.0 	 1 	 10
23714.1348179 	 1 	 2
24135.1330589 	 1 	 8
24282.1953149 	 1 	 6
24784.306813 	 1 	 5
24838.6335378 	 1 	 3
24845.0928623 	 1 	 12
24941.6489026 	 1 	 4
24949.3489723 	 1 	 8
24960.0 	 1 	 12
24981.7063645 	 1 	 8
24984.5359807 	 1 	 11
24986.9590914 	 1 	 9
25266.0 	 1 	 10
25306.3965192 	 1 	 8
25402.9520437 	 1 	 10
25574.4793421 	 1 	 4
25588.6343078 	 1 	 2
25627.6173435 	 1 	 4
25732.6579026 	 1 	 5
25880.377194 	 1 	 9
25926.3486158 	 1 	 10
26120.3939925 	 1 	 13
26220.3575235 	 1 	 10
26260.2621695 	 1 	 7
26350.184907 	 1 	 6
26424.6675462 	 1 	 13
26449.6691983 	 1 	 6
26486.3803592 	 1 	 3
26526.6493488 	 1 	 4
26537.9465284 	 1 	 5
26579.8662549 	 1 	 2
26582.8015209 	 1 	 3
26660.625634 	 1 	 4
26686.330703 	 1 	 2
26690.0073297 	 1 	 5
26701.7612015 	 1 	 2
26730.9706839 	 1 	 6
26737.0510557 	 1 	 9
26737.5225422 	 1 	 13
26779.4117893 	 1 	 9
26878.421733 	 1 	 8
26899.5182767 	 1 	 10
26918.4449735 	 1 	 5
26959.2881984 	 1 	 3
27001.1907474 	 1 	 5
27026.6239827 	 1 	 9
27063.3968182 	 1 	 12
27131.5766672 	 1 	 9
27151.3855612 	 1 	 6
27172.5330876 	 1 	 4
27228.2088133 	 1 	 7
27290.7930006 	 1 	 4
27302.2797807 	 1 	 12
27308.9347565 	 1 	 6
27363.7520183 	 1 	 8
27411.859839 	 1 	 6
27418.0489028 	 1 	 6
27438.3002849 	 1 	 10
27465.9437663 	 1 	 10
27477.9455513 	 1 	 5
27550.6419 	 1 	 4
27582.902195 	 1 	 11
27623.6481531 	 1 	 8
27630.1990067 	 1 	 4
27663.3119725 	 1 	 12
27696.1887313 	 1 	 8
27701.7997515 	 1 	 4
27706.061766 	 1 	 7
27730.6608835 	 1 	 12
27749.1374273 	 1 	 13
27751.8399846 	 1 	 6
27753.0480809 	 1 	 8
27756.8413572 	 1 	 12
27802.6905669 	 1 	 3
27837.9133523 	 1 	 13
27900.2718578 	 1 	 11
27911.4409201 	 1 	 13
27939.3483966 	 1 	 2
27981.3936236 	 1 	 3
27992.5069834 	 1 	 13
28012.7330595 	 1 	 7
28029.414576 	 1 	 4
28060.3632301 	 1 	 3
28108.7963449 	 1 	 3
28164.0 	 1 	 13
28183.0213722 	 1 	 5
28194.2923174 	 1 	 7
28195.7826073 	 1 	 9
28214.7949597 	 1 	 5
28214.9226783 	 1 	 4
28217.8799651 	 1 	 13
28224.3023345 	 1 	 12
28243.7114229 	 1 	 8
28302.6765287 	 1 	 9
28304.3696938 	 1 	 4
28386.7226791 	 1 	 9
28400.0406879 	 1 	 13
28425.2426343 	 1 	 2
28442.6133767 	 1 	 11
28501.7400239 	 1 	 7
28504.6512129 	 1 	 6
28510.0 	 1 	 3
28525.0 	 1 	 5
28539.4599003 	 1 	 4
28579.2746428 	 1 	 9
28582.8798918 	 1 	 2
28619.3985136 	 1 	 3
28668.6921914 	 1 	 7
28686.5032201 	 1 	 6
28750.1958805 	 1 	 13
28776.8977046 	 1 	 10
28846.0067959 	 1 	 4
28849.7591631 	 1 	 13
28865.0375782 	 1 	 3
28891.9549012 	 1 	 11
28901.7376963 	 1 	 4
28934.9050976 	 1 	 2
28958.8597546 	 1 	 13
29011.9914822 	 1 	 8
29027.9202604 	 1 	 8
29058.9722441 	 1 	 12
29097.492394 	 1 	 8
29111.1769266 	 1 	 13
29115.3410557 	 1 	 7
29125.1353726 	 1 	 4
29167.8211737 	 1 	 9
29181.2702774 	 1 	 13
29191.5921817 	 1 	 6
29227.4973633 	 1 	 3
29243.6734548 	 1 	 9
29258.5715848 	 1 	 8
29311.0136391 	 1 	 13
29314.4981554 	 1 	 8
29327.4632406 	 1 	 3
29342.0 	 1 	 5
29348.725457 	 1 	 10
29432.3966423 	 1 	 2
29453.2091118 	 1 	 3
29464.4507672 	 1 	 5
29467.5359683 	 1 	 3
29470.1585032 	 1 	 13
29519.9633548 	 1 	 4
29529.9303693 	 1 	 11
29533.0266123 	 1 	 2
